FID_,ALIVE,READER1,READER2,NOTES,DEAD,READERTIME,DRY,DATE,PIT,GPSTIME,TIME,PITNUM,Easting,Northing
,0,1,0,538583 d,0,0,0,,0,1502,0, ,568733.829005999960000,4100736.522249999900000
,0,0,1,115787 d,0,0,0,,0,1502,0, ,568733.349842000050000,4100740.771220000000000
,0,1,0,091793 d dry,0,0,0,,0,1503,0, ,568731.604514000010000,4100736.689069999800000
,0,0,1,086302 d,0,0,0,,0,1503,0, ,568723.393439000010000,4100744.018620000200000
,0,1,0,104594 d dry,0,0,0,,0,1504,0, ,568722.383095000060000,4100740.682070000100000
,0,1,0,116790 d dry,0,0,0,,0,1505,0, ,568730.812415000050000,4100742.969480000000000
,0,1,0,087113 d dry,0,0,0,,0,1506,0, ,568728.858773999960000,4100746.281930000100000
,0,1,0,569583 d,0,0,0,,0,1506,0, ,568728.633011000000000,4100737.589459999900000
,0,1,0,533226 d,0,0,0,,0,1507,0, ,568724.561000999990000,4100746.246989999900000
,0,0,1,079645,0,0,0,,0,1508,0, ,568720.242182999970000,4100748.800590000100000
,0,0,1,091566 d,0,0,0,,0,1508,0, ,568727.379789000030000,4100745.900090000100000
,0,1,0,080454 d,0,0,0,,0,1509,0, ,568729.903682000000000,4100745.365879999900000
,0,0,1,532923 d,0,0,0,,0,1509,0, ,568728.007149999960000,4100741.652330000000000
,0,1,0,087186 d dry,0,0,0,,0,1509,0, ,568728.408164000020000,4100747.017889999800000
,0,0,1,113918 d,0,0,0,,0,1509,0, ,568730.451388000040000,4100750.917549999900000
,0,1,0,114295 d,0,0,0,,0,1510,0, ,568733.168570999990000,4100744.837700000000000
,0,0,1,095170 d,0,0,0,,0,1510,0, ,568730.410808000020000,4100755.909719999900000
,0,1,0,683632 d,0,0,0,,0,1511,0, ,568730.744780999960000,4100751.289750000000000
,0,0,1,117715 d,0,0,0,,0,1511,0, ,568728.624903999970000,4100756.819740000200000
,0,1,0,568349 d,0,0,0,,0,1512,0, ,568729.894663000010000,4100746.475250000100000
,0,1,0,538808 d dry,0,0,0,,0,1513,0, ,568733.966082999950000,4100756.123519999900000
,0,0,1,538547 d,0,0,0,,0,1513,0, ,568727.003736000040000,4100755.697110000100000
,0,0,1,096966 d dry,0,0,0,,0,1514,0, ,568721.975488999970000,4100754.361889999800000
,0,0,1,588196 d,0,0,0,,0,1514,0, ,568724.340662000000000,4100755.120749999800000
,0,1,0,083250 d,0,0,0,,0,1515,0, ,568730.436360999940000,4100752.766499999900000
,0,1,0,101390 d,0,0,0,,0,1515,0, ,568727.567976000020000,4100759.214939999900000
,0,0,1,541824 d,0,0,0,,0,1515,0, ,568726.669766000010000,4100760.317079999900000
,0,0,1,720420 d,0,0,0,,0,1516,0, ,568723.082933999950000,4100763.986070000100000
,0,0,1,533650 d,0,0,0,,0,1416,0, ,568720.105432000010000,4100765.626029999900000
,0,1,0,683391 d,0,0,0,,0,1517,0, ,568728.150251999960000,4100760.514020000100000
,0,1,0,082749 d,0,0,0,,0,1517,0, ,568735.967216999970000,4100765.200240000200000
,0,1,0,113750 d,0,0,0,,0,1517,0, ,568735.424023000060000,4100759.093890000100000
,0,0,1,082272 d,0,0,0,,0,1517,0, ,568724.850800000010000,4100765.294790000200000
,0,0,1,080546 d,0,0,0,,0,1510,0, ,568723.226623000000000,4100764.541960000100000
,0,0,1,533650 d,0,0,0,,0,1519,0, ,568728.410579000020000,4100764.953910000200000
,0,1,0,094939 d,0,0,0,,0,1519,0, ,568729.280233999950000,4100767.364769999900000
,0,0,1,540106 d,0,0,0,,0,1520,0, ,568725.791090999960000,4100759.015590000000000
,0,0,0,083430,0,0,0,,0,1520,0, ,568724.879355999990000,4100761.781779999800000
,0,0,1,531952 d,0,0,0,,0,1521,0, ,568730.238565000010000,4100758.866830000200000
,0,0,0,116781 d,0,0,0,,0,1521,0, ,568733.018270000000000,4100763.327200000200000
,0,1,0,101437 d dry,0,0,0,,0,1522,0, ,568736.254597999970000,4100766.312020000100000
,0,1,0,719857 d,0,0,0,,0,1524,0, ,568731.858226999990000,4100760.174350000000000
,0,1,0,689785,0,0,0,,0,1524,0, ,568730.814822999990000,4100760.905499999900000
,0,1,0,688392,0,0,0,,0,1525,0, ,568730.660611000030000,4100761.643869999800000
,0,1,0,689785,0,0,0,,0,1526,0, ,568726.632188000020000,4100764.939460000000000
,0,0,0,720364 d,0,0,0,,0,936,0, ,568729.464502000020000,4100762.928499999900000
,0,0,1,under weir panel,1,0,0,, ,0,920,683118,568721.487307999980000,4100759.720240000200000
,0,0,1,under weir panel,1,0,0,, ,0,921,646084,568735.906195000050000,4100754.475130000200000
,0,1,0, ,1,0,1,, ,0,922,569379,568734.796653999950000,4100763.341659999900000
,0,1,0, ,1,0,1,, ,0,922,083338,568732.086988999970000,4100768.497030000200000
,0,0,1, ,1,0,1,,684612,0,920, ,568685.945022000000000,4100975.218119999900000
,0,0,0, ,1,0,1,,541486,0,921, ,568679.723829000020000,4100974.797770000100000
,0,0,0, ,1,0,0,,083298,0,921, ,568669.986027000010000,4100987.662169999900000
,0,0,0, ,1,0,0,,568827,0,922, ,568676.821019000020000,4100985.498809999800000
,0,0,0, ,1,0,0,,540241,0,922, ,568678.629395999950000,4100981.815349999800000
,0,0,0, ,1,0,0,,104871,0,922, ,568680.988496999950000,4100983.313769999900000
,0,0,0, ,1,0,0,,648077,0,923, ,568673.984284000010000,4100988.064470000100000
,0,0,0, ,0,0,1,,096430,0,925, ,568675.770129999960000,4100987.154440000200000
,0,0,0, ,1,0,0,,087196,0,925, ,568681.958267000040000,4100991.642479999900000
,0,0,0, ,1,0,0,,082706,0,926, ,568686.168794999950000,4101002.401310000100000
,0,0,0, ,1,0,0,,080999,0,927, ,568687.060966999970000,4101002.038740000200000
,0,0,0, ,0,0,1,,541851,0,929, ,568678.265908999950000,4100971.827409999900000
,0,0,1, ,1,0,1,,084301,0,931, ,568676.989218999980000,4100964.790570000200000
,0,0,1, ,1,0,1,,082627,0,932, ,568686.071671999990000,4100996.113669999900000
,0,0,1, ,1,0,1,,121645,0,933, ,568690.926044999970000,4101000.590880000000000
,0,0,1, ,1,0,1,,121643,0,934, ,568695.647241999980000,4101003.217950000000000
,0,0,1, ,1,0,1,,531822,0,934, ,568704.060334000040000,4100989.233360000000000
,0,0,1, ,1,0,1,,084557,0,935, ,568699.808712000030000,4101001.772500000000000
,0,0,1, ,1,0,1,,531822,0,936, ,568702.305483000000000,4101004.566399999900000
,0,0,1, ,1,0,1,,095151,0,936, ,568695.768397000040000,4101006.547259999900000
,0,0,1, ,1,0,1,,569622,0,937, ,568701.522444000000000,4101009.737439999800000
,0,0,1, ,1,0,1,,097002,0,938, ,568699.854745000020000,4101014.346570000100000
,0,0,1, ,1,0,1,,531765,0,939, ,568701.327671000040000,4101015.467980000200000
,0,0,1, ,1,0,1,,569590,0,939, ,568702.292911999980000,4101024.351369999800000
,0,0,1, ,1,0,1,,540026,0,940, ,568707.054662000040000,4101021.986279999800000
,0,0,1, ,1,0,1,,569824,0,940, ,568707.093162999950000,4101035.484819999900000
,0,0,1, ,1,0,0,,539976,0,940, ,568706.012227999980000,4101040.838349999900000
,0,0,1, ,1,0,0,,119291,0,941, ,568705.485568000000000,4101032.698140000000000
,0,0,0, ,1,0,1,,091387,0,941, ,568706.672622999990000,4101032.522890000100000
,0,0,1, ,1,0,0,,539734,0,942, ,568706.161927000040000,4101040.654649999900000
,0,0,1, ,1,0,0,,094885,0,942, ,568707.852168999960000,4101033.272100000200000
,0,0,1, ,1,0,0,,533761,0,943, ,568710.081088999980000,4101032.550580000000000
,0,0,1, ,1,0,0,,086153,0,943, ,568694.804113000050000,4101015.784789999900000
,0,0,1, ,1,0,0,,533322,0,944, ,568694.362534999960000,4101015.411379999900000
,0,0,1, ,1,0,0,,095240,0,944, ,568694.798103000040000,4101016.524370000200000
,0,0,1, ,1,0,0,,117720,0,945, ,568695.108012999990000,4101014.862720000100000
,0,0,1, ,1,0,0,,086988,0,945, ,568697.829050999950000,4101026.533989999900000
,0,0,1, ,1,0,0,,539976,0,946, ,568703.631167000040000,4101023.807529999900000
,0,0,1, ,1,0,0,,538410,0,947, ,568703.908021999990000,4101026.213570000100000
,0,0,1, ,1,0,0,,533469,0,948, ,568707.844653000010000,4101034.196580000200000
,0,0,1, ,1,0,0,,538634,0,948, ,568710.844598000050000,4101029.783179999800000
,0,0,1, ,1,0,0,,081149,0,949, ,568704.699523000050000,4101038.238969999800000
,0,0,1, ,1,0,0,,084758,0,950, ,568708.429915999990000,4101035.125870000100000
,0,0,1, ,1,0,0,,587490,0,951, ,568714.953458999980000,4101034.809070000000000
,0,0,1, ,1,0,0,,538569,0,951, ,568710.989791000030000,4101030.154170000000000
,0,0,1, ,1,0,0,,569447,0,952, ,568713.326331999970000,4101034.426030000200000
,0,0,1, ,1,0,0,,587087,0,952, ,568714.519401000000000,4101033.511190000000000
,0,0,1, ,1,0,0,,569591,0,954, ,568717.460740000010000,4101036.308710000000000
,0,0,1, ,1,0,0,,588160,0,956, ,568714.989529000010000,4101030.371590000100000
,0,0,1, ,1,0,0,,647043,0,957, ,568715.252856999980000,4101034.441689999800000
,0,0,1, ,1,0,0,,533043,0,1001, ,568704.482773000030000,4101028.437130000000000
,0,0,1, ,1,0,0,,533262,0,1003, ,568715.339439000000000,4101042.023589999900000
,0,0,1, ,1,0,0,,102356,0,1009, ,568731.565617999990000,4101051.400849999900000
,0,0,1, ,1,0,0,,568401,0,1009, ,568732.152380999990000,4101052.145250000100000
,0,0,1, ,1,0,1,,648102,0,1009, ,568731.689759999980000,4101054.360380000000000
,0,1,1, ,1,0,0,,538180,0,1010, ,568731.785340999950000,4101060.832909999900000
,0,1,1, ,1,0,0,,538619,0,1012, ,568737.726616999950000,4101059.217050000100000
,0,0,1, ,1,0,0,,684212,0,1016, ,568743.863555000050000,4101069.991570000100000
,0,0,1, ,1,0,0,,541397,0,1017, ,568742.531316000040000,4101069.795830000200000
,0,0,1, ,1,0,0,,091584,0,1019, ,568747.665464999970000,4101076.309330000100000
,0,0,1, ,1,0,0,,539250,0,1020, ,568745.996246999940000,4101081.103350000000000
,0,0,1, ,1,0,0,,567623,0,1035, ,568751.571461000010000,4101142.722819999800000
,0,0,1, ,1,0,0,,533709,0,1042, ,568748.305220999990000,4101143.435879999800000
,0,0,1, ,1,0,0,,08538,0,1044, ,568748.126954999990000,4101147.132580000000000
,0,0,1, ,1,0,0,,084434,0,1045, ,568747.827565000040000,4101147.499960000200000
,0,0,1, ,1,0,0,,081556,0,1048, ,568758.708748999980000,4101139.822350000000000
,0,0,1, ,1,0,0,,119495,0,1050, ,568752.444076000010000,4101144.763890000100000
,0,0,1, ,1,0,0,,083081,0,1050, ,568746.900823000000000,4101152.115110000100000
,0,1,1, ,1,0,0,,121879,0,1052, ,568753.722167999950000,4101151.615859999800000
,0,0,1, ,1,0,0,,082305,0,1053, ,568751.198393999950000,4101152.150049999800000
,0,0,1, ,1,0,0,,118955,0,1054, ,568749.987295000000000,4101155.283630000000000
,0,0,1, ,1,0,0,,095231,0,1055, ,568752.226713999990000,4101153.267860000000000
,0,0,1, ,1,0,0,,084669,0,1056, ,568750.808781999980000,4101163.611140000200000
,0,0,1, ,1,0,0,,539548,0,1057, ,568749.166643999980000,4101165.077039999900000
,0,1,0, ,1,0,0,,114252,0,1057, ,568757.504484000030000,4101160.337259999900000
,0,0,1, ,1,0,0,,118080,0,1100, ,568745.100815000010000,4101172.995000000100000
,0,0,1, ,1,0,0,,122181,0,1101, ,568750.819310000050000,4101162.316870000200000
,0,0,1, ,1,0,0,,104207,0,1101, ,568753.310000000060000,4101165.850370000100000
,0,0,1, ,1,0,0,,118414,0,1102, ,568755.113863999960000,4101162.721620000000000
,0,0,1, ,1,0,0,,118956,0,1103, ,568754.527113000050000,4101161.977210000200000
,0,0,1, ,1,0,0,,094420,0,1104, ,568757.766280999990000,4101164.592259999800000
,0,0,1, ,1,0,0,,540291,0,1106, ,568752.558517999950000,4101167.138609999800000
,0,0,1, ,1,0,0,,682194,0,1107, ,568751.932673000030000,4101171.201479999800000
,0,0,1, ,1,0,0,,541926,0,1109, ,568750.753147999990000,4101170.452260000200000
,0,0,1, ,1,0,0,,538560,0,1110, ,568750.435714000020000,4101173.038379999800000
,0,0,1, ,1,0,0,,539691,0,1111, ,568745.212920999970000,4101177.433679999800000
,0,0,1, ,1,0,0,,113619,0,1112, ,568748.633356999960000,4101175.982239999800000
,0,0,1, ,1,0,0,,540506,0,1117, ,568746.692671000030000,4101195.936449999900000
,0,0,1, ,1,0,0,,540506,0,1121, ,568747.808197999960000,4101186.330339999900000
,0,0,1, ,1,0,0,,096981,0,1122, ,568751.177507000040000,4101191.165330000200000
,1,0,1, ,1,0,0,,5886541,0,1124, ,568745.170165000020000,4101200.916569999900000
,0,0,1, ,1,0,0,,539289,0,1128, ,568749.301478000010000,4101203.169050000100000
,0,0,1, ,1,0,0,,104684,0,1130, ,568750.942104000020000,4101201.888040000100000
,0,0,1, ,1,0,0,,094923,0,1133, ,568757.604689999950000,4101202.681859999900000
,0,0,1, ,1,0,0,,113243,0,1141, ,568754.211329999960000,4101200.805180000100000
,0,0,1, ,1,0,0,,681799,0,1143, ,568751.549904000010000,4101200.043910000000000
,0,0,1, ,1,0,0,,091721,0,1144, ,568752.812951000060000,4101208.744830000200000
,0,0,1, ,1,0,0,,681799,0,1145, ,568751.798168999960000,4101205.962960000100000
,0,0,1, ,1,0,0,,091721,0,1145, ,568750.937590999990000,4101202.442729999800000
,0,0,1, ,1,0,0,,080601,0,1146, ,568752.211163999980000,4101209.849380000000000
,0,0,1, ,1,0,0,,091721,0,1146, ,568756.617796999980000,4101214.692809999900000
,0,0,1, ,1,0,0,,689456,0,1148, ,568752.380408999980000,4101207.262050000000000
,0,0,1, ,1,0,0,,568354,0,1152, ,568744.930260000050000,4101212.193959999800000
,0,0,1, ,1,0,0,,102118,0,1153, ,568744.101249999950000,4101204.790930000100000
,0,0,0, ,0,0,0,, ,0,0, ,568746.129319999950000,4101210.539539999800000
,0,0,1, ,1,0,0,,541727,0,1155, ,568749.524180999960000,4101212.231319999800000
,0,0,1, ,1,0,0,,541727,0,1156, ,568746.846219000060000,4101213.503889999800000
,0,0,1, ,1,0,0,,533435,0,1158, ,568749.886051999990000,4101222.404159999900000
,0,0,1, ,1,0,0,,096769,0,1159, ,568744.284869999970000,4101218.660470000000000
,0,0,1, ,1,0,0,,096646,0,1201, ,568742.421536999990000,4101210.879209999900000
,0,0,1, ,1,0,0,,086222,0,1202, ,568747.465379999950000,4101228.486420000000000
,0,0,1, ,1,0,0,,119530,0,1203, ,568746.343002000010000,4101220.711190000200000
,0,0,1, ,1,0,0,,091619,0,1205, ,568748.251440000020000,4101222.945590000100000
,0,0,1, ,1,0,0,,539853,0,1208, ,568748.549326000040000,4101222.763110000200000
,0,0,1, ,1,0,0,,539012,0,1208, ,568746.437064000060000,4101227.368619999800000
,0,0,1, ,1,0,0,,533354,0,1208, ,568747.288619000000000,4101231.998220000000000
,0,0,1, ,1,0,0,,081130,0,1210, ,568743.730545999950000,4101232.154190000100000
,0,0,1, ,1,0,0,,087316,0,1258, ,568746.342340999980000,4101239.017010000100000
,0,0,1, ,1,0,0,,121875,0,1259, ,568740.284571000030000,4101236.748860000200000
,0,0,1, ,1,0,0,,645478,0,1301, ,568743.115226999970000,4101234.922799999800000
,0,0,1, ,1,0,0,,569055,0,1301, ,568743.270936000040000,4101233.999530000100000
,0,0,1, ,1,0,0,,117758,0,1302, ,568746.634211999950000,4101239.574099999900000
,0,0,1, ,1,0,0,,569882,0,1303, ,568748.389944000050000,4101242.361990000100000
,0,0,1, ,1,0,0,,569628,0,1304, ,568747.705459999970000,4101253.635770000100000
,0,0,1, ,1,0,0,,534857,0,1305, ,568747.706967000030000,4101253.450879999900000
,0,0,1, ,1,0,0,,540172,0,1310, ,568742.331522000020000,4101258.399660000100000
,0,0,1, ,1,0,0,,569060,0,1311, ,568744.481364000010000,4101249.171780000000000
,0,0,1, ,1,0,0,,541547,0,1313, ,568747.141271000030000,4101250.117939999800000
,0,0,1, ,1,0,0,,568600,0,1314, ,568745.162173000050000,4101256.573599999800000
,0,0,1, ,1,0,0,,538556,0,1315, ,568744.542349000000000,4101259.896900000100000
,0,0,1, ,1,0,1,,118613,0,1328, ,568745.411281000010000,4101280.613580000100000
,0,0,1, ,1,0,1,,588188,0,1332, ,568755.136163000020000,4101287.534250000000000
,0,0,1, ,1,0,1,,540051,0,1333, ,568757.401119000050000,4101282.375260000100000
,0,0,1, ,1,0,0,,058312,0,1336, ,568760.753838000000000,4101289.244099999800000
,0,0,1, ,1,0,0,,541876,0,1337, ,568754.972248999980000,4101307.687820000100000
,0,0,1, ,1,0,0,,538682,0,1337, ,568763.678532000050000,4101294.075480000100000
,0,0,1, ,1,0,0,,113649,0,1338, ,568759.078639999960000,4101294.777700000000000
,0,0,1, ,1,0,0,,540113,0,1341, ,568753.279696000040000,4101297.134329999800000
,0,0,1, ,1,0,0,,5533144,0,1342, ,568758.024768000000000,4101296.803110000200000
,1,0,1, ,1,0,0,,101642,0,1343, ,568766.881539999970000,4101301.128020000200000
,1,0,1, ,1,0,0,,087074,0,1344, ,568762.010842000020000,4101298.684599999800000
,0,0,1, ,1,0,0,,538245,0,1347, ,568766.713800000030000,4101303.530450000000000
,0,0,1, ,1,0,0,,538171,0,1348, ,568770.392962999990000,4101306.703809999900000
,0,0,1, ,1,0,0,,080767,0,1349, ,568768.183658999970000,4101305.021670000200000
,0,0,1, ,1,0,0,,541645,0,1352, ,568765.929236999950000,4101308.886380000000000
,0,0,1, ,1,0,0,,541854,0,1352, ,568765.821655999990000,4101303.893010000200000
,0,0,1, ,1,0,0,,102142,0,1353, ,568762.971469999990000,4101308.122690000100000
,0,0,1, ,1,0,0,,094784,0,1356, ,568773.264994999980000,4101318.006519999800000
,0,0,1, ,1,0,0,,119360,0,1356, ,568769.675368000050000,4101322.045280000200000
,0,0,1, ,1,0,0,,685078,0,1357, ,568776.330334000060000,4101323.763590000100000
,0,0,1, ,1,0,0,,538491,0,1359, ,568777.340578999950000,4101327.100140000200000
,0,0,1, ,1,0,0,,080535,0,1400, ,568769.791971000030000,4101325.929279999800000
,0,0,1, ,1,0,0,,083247,0,1401, ,568768.405627000030000,4101332.389760000200000
,0,0,1, ,1,0,1,,539383,0,1402, ,568766.606300999990000,4101334.963829999800000
,0,0,1, ,1,0,0,,54561,0,1403, ,568761.404652999950000,4101336.770589999900000
,0,0,1, ,1,0,0,,569009,0,1404, ,568764.339854000020000,4101340.307699999800000
,0,0,1, ,1,0,0,,567660,0,1408, ,568759.431574000050000,4101342.486670000000000
,0,0,1, ,1,0,0,,533336,0,1409, ,568754.807650999980000,4101346.147210000100000
,0,1,1, ,1,0,0,,085533,0,1409, ,568759.834034999950000,4101347.667349999800000
,0,0,1, ,1,0,0,,096451,0,1411, ,568745.474769999970000,4101345.701489999900000
,0,0,1, ,1,0,0,,113653,0,1413, ,568749.873815999950000,4101351.469390000200000
,0,0,1, ,1,0,0,,533131,0,1413, ,568748.209156000060000,4101355.708730000100000
,0,0,1, ,1,0,0,,685695,0,1414, ,568746.155568000050000,4101353.103320000200000
,0,0,1, ,1,0,0,,114179,0,1414, ,568743.892143000030000,4101358.077409999900000
,1,0,1, ,1,0,0,,532403,0,1414, ,568745.104716000030000,4101354.758940000100000
,0,0,1, ,1,0,0,,719823,0,1415, ,568745.868214000020000,4101351.991539999800000
,0,0,1, ,1,0,0,,083644,0,1415, ,568747.071767000020000,4101349.782440000200000
,1,0,0,see r1 as well. . area. confused,1,0,0,,538154,0,1416, ,568747.082291999950000,4101348.488169999800000
,0,0,1, ,1,0,0,,086281,0,1423, ,568742.711151000000000,4101357.513090000000000
,0,0,1, ,1,0,0,,532324,0,1423, ,568751.925897000010000,4101354.259690000200000
,0,0,1, ,1,0,0,,095131,0,1428, ,568739.802349000010000,4101368.953689999900000
,0,0,1, ,1,0,0,,095131,0,1430, ,568742.379525000000000,4101380.069089999900000
,0,1,1, ,1,0,1,,118981,0,1431, ,568736.946181999990000,4101373.922960000100000
,0,0,1, ,1,0,0,,122147,0,1433, ,568741.810827999960000,4101377.105950000200000
,0,0,1, ,1,0,0,,531775,0,1437, ,568716.559632000050000,4101402.417859999900000
,1,0,1, ,1,0,0,,568147,0,1448, ,568730.216523000040000,4101454.302960000000000
,0,0,0,end od day 11/17 1500.,0,0,0,, ,0,0, ,568766.978923000050000,4101489.549440000200000
,0,0,1, ,1,0,0,,083624,0,1153, ,568758.803921999990000,4101510.747289999900000
,0,0,1, ,1,0,0,,686193,0,1154, ,568760.293302000030000,4101509.834869999900000
,0,0,1, ,1,0,0,,537692,0,1155, ,568763.704579000010000,4101509.492800000100000
,0,0,1, ,1,0,1,,539656,0,1155, ,568752.559062000010000,4101513.285199999800000
,0,0,1, ,1,0,0,,540940,0,1200, ,568761.323868999960000,4101528.888720000200000
,0,0,1, ,1,0,0,,569385,0,1201, ,568753.118026999990000,4101535.663540000100000
,0,0,1, ,1,0,0,,540441,0,1202, ,568756.326970000050000,4101541.976499999900000
,0,0,1, ,1,0,0,,568214,0,1203, ,568761.595458999970000,4101550.155280000100000
,0,0,1, ,1,0,1,,094989,0,1207, ,568769.655379000000000,4101561.315299999900000
,0,0,1, ,1,0,0,,587204,0,1215, ,568766.830120999950000,4101580.707589999800000
,0,0,0, ,1,0,1,,096901,0,1216, ,568764.192883000010000,4101576.987980000200000
,0,0,1, ,1,0,0,,587204,0,1217, ,568754.633873000040000,4101586.155600000200000
,0,0,1, ,1,0,0,,533516,0,1218, ,568764.415548000020000,4101586.050259999900000
,0,0,1, ,1,0,0,,084959,0,1219, ,568767.811754000020000,4101587.557149999800000
,0,0,1, ,1,0,1,,117418,0,1219, ,568760.680855000040000,4101589.718030000100000
,0,0,1, ,1,0,0,,541767,0,1221, ,568770.577615999970000,4101593.681599999800000
,0,0,1, ,1,0,0,,647313,0,1225, ,568765.140695999960000,4101606.211070000200000
,0,0,1, ,1,0,0,,646434,0,1225, ,568760.371734000040000,4101609.500610000000000
,0,1,1, ,1,0,0,,119399,0,1227, ,568767.841101999980000,4101602.165080000200000
,0,0,1, ,1,0,0,,569492,0,1229, ,568759.020813000040000,4101629.829440000000000
,0,0,1, ,1,0,0,,538069,0,1230, ,568755.923209000030000,4101609.834240000200000
,0,0,1, ,1,0,0,,569006,0,1233, ,568763.863470999990000,4101617.480039999800000
,0,0,1, ,1,0,0,,540767,0,1233, ,568771.479518000040000,4101610.330610000100000
,0,0,1, ,1,0,0,,588041,0,1233, ,568758.964381000030000,4101618.549629999800000
,0,0,1, ,0,0,1,,569006,0,1234, ,568758.220452000040000,4101618.913389999900000
,0,0,1, ,1,0,1,,082967,0,1236, ,568752.695540999990000,4101624.045860000000000
,0,0,1, ,1,0,0,,083353,0,1239, ,568751.720714000050000,4101634.577660000000000
,0,0,1, ,1,0,0,,540430,0,1241, ,568761.057068999970000,4101652.774530000100000
,0,0,1, ,1,0,1,,082961,0,1247, ,568765.814732000000000,4101669.085099999800000
,0,0,1, ,0,0,1,,097059,0,1248, ,568764.554059999990000,4101678.320210000000000
,0,0,1, ,1,0,1,,540696,0,1249, ,568764.347947999950000,4101667.224090000100000
,0,0,1, ,1,0,1,,531752,0,1249, ,568759.529392999950000,4101676.615160000000000
,0,0,1, ,1,0,1,,084520,0,1250, ,568765.110701999980000,4101682.762509999800000
,0,0,1, ,1,0,0,,096752,0,1252, ,568770.039088999970000,4101696.300859999800000
,0,0,1, ,1,0,0,,081240,0,1252, ,568759.127732999970000,4101689.555420000100000
,0,0,1, ,1,0,0,,645416,0,1253, ,568756.610139000000000,4101689.350029999900000
,0,0,1, ,1,0,0,,081647,0,1254, ,568760.700592000040000,4101696.594699999800000
,0,0,1, ,1,0,1,,533914,0,1255, ,568771.115490000000000,4101691.502020000000000
,0,0,1, ,1,0,1,,117261,0,1256, ,568760.386170999960000,4101698.811030000000000
,0,0,1, ,1,0,1,,539169,0,1258, ,568760.631401999970000,4101705.099880000100000
,0,0,1, ,1,0,0,,085180,0,1301, ,568770.124859999980000,4101722.188600000000000
,0,0,1, ,1,0,1,,541219,0,1341, ,568793.054563999990000,4101781.730500000100000
,0,0,1, ,1,0,0,,540739,0,1343, ,568780.235758000050000,4101790.871559999900000
,0,0,1, ,1,0,0,,539083,0,1355, ,568769.871380000030000,4101807.983620000100000
,0,0,1, ,1,0,0,,541878,0,1419, ,568705.241507999950000,4101828.537459999800000
,1,0,1, ,1,0,0,,536846,0,1423, ,568680.550442000040000,4101839.801060000000000
,0,0,1, ,1,0,0,,569617,0,1330, ,568666.936346999950000,4101873.898330000200000
,0,0,1, ,1,0,0,,541588,0,1431, ,568677.672314999970000,4101883.970559999800000
,0,0,1, ,1,0,0,,587104,0,1434, ,568652.255572000050000,4101893.379259999800000
,0,0,1, ,1,0,1,,568513,0,1437, ,568652.059340000040000,4101899.294700000000000
,1,0,1, ,1,0,0,,568513,0,1443, ,568671.613493000040000,4101881.887350000000000
,0,0,1, ,1,0,0,,082382,0,1446, ,568648.454985999970000,4101905.182469999900000
,0,0,1, ,0,0,1,,569302,0,1447, ,568647.730612999990000,4101903.142599999900000
,1,0,1, ,1,0,0,,0536899,0,1451, ,568636.612226999950000,4101921.912860000000000
,1,0,0, fish posaw,0,0,0,,569747,0,1457, ,568606.966014000010000,4101922.966519999800000
,0,0,0,end of day 11/19/15,0,0,0,, ,0,0, ,568604.326906000030000,4101937.737699999900000
,0,0,1, ,1,0,1,,097029,0,1050, ,568558.183764999970000,4102017.798020000100000
,0,0,1, ,1,0,1,,532904,0,1052, ,568560.081569000030000,4102021.326650000200000
,0,0,1, ,1,0,1,,514607,0,1055, ,568566.821194999970000,4102030.811610000200000
,0,0,1, ,1,0,1,,083362,0,1056, ,568552.296899999960000,4102031.063600000000000
,0,0,1, bird poop,1,0,1,,648004,0,1056, ,568548.647967000030000,4102024.192429999800000
,0,0,1, ,1,0,1,,569445,0,1058, ,568543.924033000020000,4102040.241059999900000
,0,0,1, ,1,0,0,,532411,0,1102, ,568562.109223000010000,4102045.381070000100000
,0,0,1, ,1,0,0,,538506,0,1111, ,568584.276780999960000,4102071.078170000100000
,0,0,1,confluence little creek,1,0,1,,533291,0,1121, ,568589.465196999950000,4102107.362139999900000
,0,0,1,confluence little creek,1,0,0,,541794,0,1126, ,568585.866980000050000,4102112.510340000000000
,0,0,1, ,1,0,0,,112084,0,1134, ,568565.885171000030000,4102146.186280000000000
,0,0,1, ,1,0,0,,097040,0,1138, ,568566.554037999940000,4102155.067270000000000
,0,0,1, ,1,0,0,,686989,0,1144, ,568550.245555000030000,4102174.350260000200000
,0,0,1, ,1,0,0,,094787,0,1221, ,568531.704302000000000,4102176.603680000200000
,0,0,1, ,1,0,0,,096606,0,1221, ,568534.374434000000000,4102176.255520000100000
,0,0,1, ,1,0,1,,533634,0,1228, ,568514.951188000040000,4102214.188980000100000
,0,0,1, ,1,0,0,,533999,0,1231, ,568520.336404999950000,4102207.945780000200000
,0,0,1, ,1,0,0,,892567,0,1234, ,568502.953647000020000,4102213.536989999900000
,0,0,1, ,1,0,0,,122177,0,1239, ,568491.132568000000000,4102227.679060000000000
,0,0,1, ,1,0,0,,095043,0,1241, ,568492.642771000040000,4102224.178050000200000
,0,0,1, ,1,0,0,,094931,0,1241, ,568493.567772999990000,4102219.747769999800000
,1,0,0,undercut,1,0,0,,084562,0,1243, ,568490.881173999980000,4102222.129800000200000
,0,1,1, ,1,0,1,,083111,0,1246, ,568482.176255000060000,4102235.742409999900000
,0,0,1, ,1,0,1,,083140,0,1247, ,568482.451622999970000,4102238.333339999900000
